,spectrum_id,label,compound_id,parent_full_mw,ms1_rt,ms2_rt,ms2_max_intensity,parent_mz,parent_intensity,parent_fromms1_mz,parent_fromms1_intensity,scan_type,mzml_file,mzml_file_short,spectrum_folder,n_averaged,spectrum_ids_orig,flags,ms2_rt_cal,xlogp_predicted,xlogp_predicted_sd,isomer_flag
217,Ruthenium2_AvSpec_217,1,Ruthenium2_0284,238.1355029633975,11.311936,11.3275615,58577.919921875,239.1427795633975,2685469.15941075,239.1428274213605,481122.703125,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,4.0,20161201_Kat-3_pos_01_1882-20161201_Kat-3_pos_01_1918-20161201_Kat-3_pos_02_1874-20161201_Kat-3_pos_03_1886,1.0,11.3275615,8.879197541427175,1.1010064874995396,1.0
218,Ruthenium2_AvSpec_218,1,Ruthenium2_0041,208.124942394082,11.3154955,11.32428325,88346.017578125,209.132218994082,4546041.91391975,209.13253884211,731501.890625,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02,Ruthenium2,4.0,20161201_Kat-3_pos_01_1889-20161201_Kat-3_pos_01_1912-20161201_Kat-3_pos_01_1925-20161201_Kat-3_pos_02_1865,1.0,11.32428325,8.87649816170196,1.1147608634641621,1.0
219,Ruthenium2_AvSpec_219,1,Ruthenium2_0144,194.072998912863,11.227575333333334,11.238108666666667,153121.82291666666,195.08027551286304,3689390.531305,195.08051073286265,733442.3333333334,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,3.0,20161201_Kat-3_pos_01_1890-20161201_Kat-3_pos_02_1852-20161201_Kat-3_pos_03_1863,1.0,11.238108666666667,8.705990739497759,1.01352045047462,1.0
220,Ruthenium2_AvSpec_220,1,Ruthenium2_0284,238.135377254924,11.2164235,11.2283725,31666.30859375,239.142653854924,2221245.0410235,239.1428267058673,383165.203125,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02,Ruthenium2,2.0,20161201_Kat-3_pos_01_1893-20161201_Kat-3_pos_02_1846,1.0,11.2283725,8.67590144524732,0.956457819237487,1.0
221,Ruthenium2_AvSpec_221,1,Ruthenium2_0300,194.07298213712696,11.2812755,11.288162,74199.84765625,195.080258737127,3192070.924605,195.0804745846368,624861.328125,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02,Ruthenium2,2.0,20161201_Kat-3_pos_01_1900-20161201_Kat-3_pos_02_1861,1.0,11.288162,8.798176579187349,1.0694185057608427,1.0
222,Ruthenium2_AvSpec_222,1,Ruthenium2_0041,208.12494664587464,11.2937988,11.303518999999998,52769.7921875,209.1322232458746,3151454.8678754,209.13228016403767,480554.38125,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,5.0,20161201_Kat-3_pos_01_1901-20161201_Kat-3_pos_01_1941-20161201_Kat-3_pos_02_1853-20161201_Kat-3_pos_03_1858-20161201_Kat-3_pos_03_1870,1.0,11.303518999999998,8.823034025136474,1.0620817471916428,1.0
223,Ruthenium2_AvSpec_223,1,Ruthenium2_0300,194.07305004631849,11.344029,11.360146,71415.890625,195.0803266463185,2327881.597715,195.08048756473963,450208.515625,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02,Ruthenium2,2.0,20161201_Kat-3_pos_01_1914-20161201_Kat-3_pos_02_1873,1.0,11.360146,8.932703484908306,1.1024910163310315,1.0
224,Ruthenium2_AvSpec_224,1,Ruthenium2_0126,198.10432575309832,11.387156333333332,11.398583666666667,3784.279296875,199.1116023530983,1960330.3283933331,199.11138083528044,308004.578125,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,3.0,20161201_Kat-3_pos_01_1920-20161201_Kat-3_pos_02_1885-20161201_Kat-3_pos_03_1887,1.0,11.398583666666667,9.028823322839719,1.231934622686555,1.0
225,Ruthenium2_AvSpec_225,1,Ruthenium2_0069,230.1092971531006,11.47895188888889,11.488153666666667,101762.52387152778,231.11657375310065,3483236.7962650005,231.11628814987705,610882.1805555555,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,9.0,20161201_Kat-3_pos_01_1922-20161201_Kat-3_pos_01_1932-20161201_Kat-3_pos_01_1945-20161201_Kat-3_pos_01_1957-20161201_Kat-3_pos_02_1881-20161201_Kat-3_pos_02_1893-20161201_Kat-3_pos_02_1906-20161201_Kat-3_pos_03_1906-20161201_Kat-3_pos_03_1917,21.0,11.488153666666667,9.190442684241678,1.2792851631278883,1.0
226,Ruthenium2_AvSpec_226,1,Ruthenium2_0156,238.1354862820316,11.42432,11.435531,26911.0830078125,239.1427628820317,2098010.0165810003,239.14285216789577,365374.0260416667,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,3.0,20161201_Kat-3_pos_01_1929-20161201_Kat-3_pos_02_1884-20161201_Kat-3_pos_03_1899,1.0,11.435531,9.0954304478956,1.3395810002442994,1.0
227,Ruthenium2_AvSpec_227,1,Ruthenium2_0020,220.124970026926,11.487010428571429,11.492223285714289,250124.99441964287,221.132246626926,8457228.598108286,221.1320686774024,1758513.9910714286,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,7.0,20161201_Kat-3_pos_01_1936-20161201_Kat-3_pos_01_1948-20161201_Kat-3_pos_02_1892-20161201_Kat-3_pos_03_1893-20161201_Kat-3_pos_03_1901-20161201_Kat-3_pos_03_1913-20161201_Kat-3_pos_03_1921,22.0,11.492223285714289,9.186439842683088,1.2279208940694049,1.0
228,Ruthenium2_AvSpec_228,1,Ruthenium2_0074,242.109247203043,11.580773777777775,11.589417222222222,159328.04079861112,243.11652380304295,3740820.404657,243.11646309518704,708556.7465277778,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,9.0,20161201_Kat-3_pos_01_1938-20161201_Kat-3_pos_01_1954-20161201_Kat-3_pos_01_1964-20161201_Kat-3_pos_01_1976-20161201_Kat-3_pos_02_1894-20161201_Kat-3_pos_02_1920-20161201_Kat-3_pos_02_1932-20161201_Kat-3_pos_03_1922-20161201_Kat-3_pos_03_1934,1.0,11.589417222222222,9.369893122030595,1.344398952623875,1.0
229,Ruthenium2_AvSpec_229,1,Ruthenium2_0226,194.072961036805,11.558445,11.571815,116669.703125,195.080237636805,3692663.125122,195.0804601911748,666027.0,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML,20161201_Kat-3_pos_01,Ruthenium2,1.0,20161201_Kat-3_pos_01_1958,21.0,11.571815,9.351052249822999,1.353234348610541,1.0
230,Ruthenium2_AvSpec_230,1,Ruthenium2_0020,220.1249447972561,11.656816555555556,11.662501333333331,221949.81163194444,221.13222139725613,8157383.028988889,221.13205982937168,1701569.4166666667,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,9.0,20161201_Kat-3_pos_01_1960-20161201_Kat-3_pos_01_1972-20161201_Kat-3_pos_01_1985-20161201_Kat-3_pos_02_1916-20161201_Kat-3_pos_02_1928-20161201_Kat-3_pos_02_1940-20161201_Kat-3_pos_03_1929-20161201_Kat-3_pos_03_1941-20161201_Kat-3_pos_03_1949,21.0,11.662501333333331,9.52037062157456,1.4499954138751212,1.0
231,Ruthenium2_AvSpec_231,1,Ruthenium2_0226,194.07301951475333,11.588268666666666,11.596100666666668,57003.837239583336,195.0802961147533,2380348.827726,195.08049883883305,438325.3854166667,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,3.0,20161201_Kat-3_pos_01_1968-20161201_Kat-3_pos_02_1912-20161201_Kat-3_pos_03_1923,22.0,11.596100666666668,9.368642203182382,1.288344257196268,1.0
232,Ruthenium2_AvSpec_232,1,Ruthenium2_0069,230.1092860554825,11.513112,11.5248585,43094.66015625,231.11656265548248,1722721.506788,231.11627558794265,294623.734375,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_03,Ruthenium2,2.0,20161201_Kat-3_pos_01_1969-20161201_Kat-3_pos_03_1895,22.0,11.5248585,9.268701800740917,1.3528517763936374,1.0
233,Ruthenium2_AvSpec_233,1,Ruthenium2_0099,232.12492209155357,11.685491857142855,11.696637285714283,48932.775669642855,233.1321986915536,1991236.6923257145,233.13236571416903,347256.7410714286,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,7.0,20161201_Kat-3_pos_01_1980-20161201_Kat-3_pos_01_1992-20161201_Kat-3_pos_02_1922-20161201_Kat-3_pos_02_1934-20161201_Kat-3_pos_02_1945-20161201_Kat-3_pos_03_1935-20161201_Kat-3_pos_03_1947,1.0,11.696637285714283,9.56897252501453,1.4217416177346045,1.0
234,Ruthenium2_AvSpec_234,1,Ruthenium2_0125,244.1249034120573,11.800932333333334,11.811600666666664,76573.24479166667,245.13218001205732,3229011.3532076664,245.13211945508377,509533.8958333333,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML,20161201_Kat-3_pos_01,Ruthenium2,3.0,20161201_Kat-3_pos_01_1989-20161201_Kat-3_pos_01_2001-20161201_Kat-3_pos_01_2026,1.0,11.811600666666664,9.755214115322936,1.4197418257170649,1.0
235,Ruthenium2_AvSpec_235,1,Ruthenium2_0097,234.14067175519884,11.879997571428571,11.887274,97245.09486607143,235.14794835519885,4715009.401103571,235.1478165834196,667291.4017857143,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,7.0,20161201_Kat-3_pos_01_2006-20161201_Kat-3_pos_02_1960-20161201_Kat-3_pos_02_1968-20161201_Kat-3_pos_02_1980-20161201_Kat-3_pos_03_1967-20161201_Kat-3_pos_03_1977-20161201_Kat-3_pos_03_1993,1.0,11.887274,9.93655247137769,1.4990403818289,1.0
236,Ruthenium2_AvSpec_236,1,Ruthenium2_0046,222.14062276729243,11.919213333333332,11.930315111111112,48852.93055555556,223.14789936729244,2597664.7438795557,223.14779091441648,447680.5329861111,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,9.0,20161201_Kat-3_pos_01_2008-20161201_Kat-3_pos_01_2033-20161201_Kat-3_pos_01_2046-20161201_Kat-3_pos_02_1964-20161201_Kat-3_pos_02_1972-20161201_Kat-3_pos_02_1982-20161201_Kat-3_pos_03_1974-20161201_Kat-3_pos_03_1987-20161201_Kat-3_pos_03_1998,1.0,11.930315111111112,10.028938782847831,1.5815362797179093,1.0
237,Ruthenium2_AvSpec_237,1,Ruthenium2_0097,234.14052842783255,11.9418056,11.9492972,202671.934375,235.1478050278326,7969288.465046001,235.14784242046147,1412378.4125,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,5.0,20161201_Kat-3_pos_01_2016-20161201_Kat-3_pos_01_2028-20161201_Kat-3_pos_01_2041-20161201_Kat-3_pos_02_1992-20161201_Kat-3_pos_03_1985,1.0,11.9492972,10.0703641285344,1.5606495460806427,1.0
238,Ruthenium2_AvSpec_238,1,Ruthenium2_0046,222.14052255451296,11.9479795,11.9584625,53287.322265625,223.147799154513,2909782.3802815,223.1475954581236,536442.25,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02,Ruthenium2,2.0,20161201_Kat-3_pos_01_2021-20161201_Kat-3_pos_02_1993,1.0,11.9584625,10.099462583121207,1.582866817394948,1.0
239,Ruthenium2_AvSpec_239,1,Ruthenium2_0044,256.12479711418734,12.04609675,12.055768875,132555.111328125,257.1320737141874,4580850.51948875,257.1317184670217,758656.16796875,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,8.0,20161201_Kat-3_pos_01_2025-20161201_Kat-3_pos_01_2049-20161201_Kat-3_pos_01_2060-20161201_Kat-3_pos_01_2073-20161201_Kat-3_pos_02_2009-20161201_Kat-3_pos_02_2021-20161201_Kat-3_pos_03_1986-20161201_Kat-3_pos_03_2007,1.0,12.055768875,10.268601342498117,1.6911965097517936,1.0
240,Ruthenium2_AvSpec_240,1,Ruthenium2_0044,256.1248039128104,11.999450666666666,12.005528666666663,130535.87239583331,257.1320805128103,4250506.398751666,257.1317592486393,754058.4583333334,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,3.0,20161201_Kat-3_pos_01_2036-20161201_Kat-3_pos_02_1997-20161201_Kat-3_pos_03_1997,1.0,12.005528666666663,10.19495714374122,1.631822131938456,1.0
241,Ruthenium2_AvSpec_241,1,Ruthenium2_0086,244.12492327705664,11.998038,12.008705666666666,112778.2109375,245.13219987705665,4159383.091791667,245.1321078330102,746063.6979166666,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02,Ruthenium2,3.0,20161201_Kat-3_pos_01_2042-20161201_Kat-3_pos_01_2053-20161201_Kat-3_pos_02_1985,21.0,12.008705666666666,10.224660702530873,1.7036314844985672,1.0
242,Ruthenium2_AvSpec_242,1,Ruthenium2_0021,234.1405369210345,12.0651675,12.07079675,248530.2578125,235.1478135210345,8902531.4453885,235.1478691032474,1830395.40625,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,4.0,20161201_Kat-3_pos_01_2052-20161201_Kat-3_pos_01_2064-20161201_Kat-3_pos_02_2004-20161201_Kat-3_pos_03_2006,1.0,12.07079675,10.34263539875595,1.8300591113564093,1.0
243,Ruthenium2_AvSpec_243,1,Ruthenium2_0059,208.0885817642331,12.155099625,12.16406575,164994.7568359375,209.09585836423312,5336202.725930375,209.09595207475152,1039168.77734375,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,8.0,20161201_Kat-3_pos_01_2066-20161201_Kat-3_pos_01_2076-20161201_Kat-3_pos_01_2084-20161201_Kat-3_pos_02_2013-20161201_Kat-3_pos_02_2026-20161201_Kat-3_pos_03_2019-20161201_Kat-3_pos_03_2029-20161201_Kat-3_pos_03_2037,22.0,12.16406575,10.493529807184508,1.7872432292867408,7.833781171962988
244,Ruthenium2_AvSpec_244,1,Ruthenium2_0794,234.14057050194728,12.175290714285714,12.183177,102930.68917410714,235.1478471019473,3692389.003829144,235.14781323896412,737802.7232142857,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,7.0,20161201_Kat-3_pos_01_2077-20161201_Kat-3_pos_01_2088-20161201_Kat-3_pos_02_2016-20161201_Kat-3_pos_02_2028-20161201_Kat-3_pos_03_2018-20161201_Kat-3_pos_03_2031-20161201_Kat-3_pos_03_2042,1.0,12.183177,10.57852551257573,2.02455174034079,1.0
245,Ruthenium2_AvSpec_245,1,Ruthenium2_0077,246.1405428433513,12.159996,12.172922666666668,66420.67838541667,247.14781944335127,2438138.4858500003,247.14803875461743,411332.9583333333,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,3.0,20161201_Kat-3_pos_01_2080-20161201_Kat-3_pos_02_2022-20161201_Kat-3_pos_03_2027,1.0,12.172922666666668,10.518593368675708,1.8289067807459545,1.0
246,Ruthenium2_AvSpec_246,1,Ruthenium2_0114,258.18281545488395,12.228312666666667,12.2400615,35569.413736979164,259.190092054884,3711643.501677,259.1898066324267,454123.4244791667,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-6_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-6_pos_01-20161201_Kat-6_pos_02-20161201_Kat-6_pos_03,Ruthenium2,6.0,20161201_Kat-3_pos_01_2090-20161201_Kat-3_pos_02_2037-20161201_Kat-6_pos_01_2146-20161201_Kat-6_pos_01_2157-20161201_Kat-6_pos_02_2024-20161201_Kat-6_pos_03_2032,1.0,12.2400615,10.579294137529716,1.8786959532357703,7.766419595407788
247,Ruthenium2_AvSpec_247,1,Ruthenium2_0036,248.15621049733164,12.466357214285711,12.475736928571427,107723.81863839286,249.16348709733165,3837421.642401144,249.1637373345272,722532.7834821428,positive,BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_01.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_02.mzML-BS51_20161201_R14o3_Extraktion-MeOH-Acetone_Toluol-Chloroform_Kat-3_C18_ESI_pos_03.mzML,20161201_Kat-3_pos_01-20161201_Kat-3_pos_02-20161201_Kat-3_pos_03,Ruthenium2,14.0,20161201_Kat-3_pos_01_2118-20161201_Kat-3_pos_01_2129-20161201_Kat-3_pos_01_2140-20161201_Kat-3_pos_01_2152-20161201_Kat-3_pos_01_2165-20161201_Kat-3_pos_02_2058-20161201_Kat-3_pos_02_2069-20161201_Kat-3_pos_02_2081-20161201_Kat-3_pos_02_2092-20161201_Kat-3_pos_02_2105-20161201_Kat-3_pos_03_2067-20161201_Kat-3_pos_03_2079-20161201_Kat-3_pos_03_2090-20161201_Kat-3_pos_03_2101,1.0,12.475736928571427,10.901364950760444,1.7759779057000884,1.0
